A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-0.36565,-0.19219,-0.15641,0.31333,-0.17332,-0.10971,0.22721,0.33850,0.16153,-0.62289,2,2,2,2,2,2,2,2,2,2,1
-0.43048,-0.79017,0.01077,0.39278,0.84740,0.20455,0.17211,-0.76669,-0.06571,0.05397,1,2,2,2,2,2,2,2,2,2,2
-0.24879,-0.63327,-0.15590,0.18944,0.63669,0.13626,-0.00544,-0.02832,-0.50719,0.29649,2,1,2,2,2,2,2,2,2,2,2
-0.14672,-0.39036,-0.02256,0.41556,0.19505,-0.42460,-0.37959,-0.37492,-0.11910,0.45449,2,2,1,2,2,2,2,2,2,2,2
-0.05431,0.09893,-0.06974,-0.13556,0.00000,-0.72431,0.21701,-0.19420,-0.49418,0.25163,2,2,2,1,2,2,2,2,2,2,2
-0.22576,0.29049,0.15282,-0.40056,-0.60990,-0.29181,0.11429,0.50169,-0.55715,-0.10923,2,2,2,2,1,2,2,2,2,2,2
-0.18226,0.31380,0.12410,-0.45056,-0.25114,-0.24945,0.12721,0.17330,-0.66667,0.16385,2,2,2,2,2,1,2,2,2,2,2
-0.29030,0.13390,0.63487,-0.08444,-0.64578,-0.60923,-0.17007,0.89413,-0.00684,-0.36476,2,2,2,2,2,2,1,2,2,2,2
-0.71538,0.43762,0.22103,-0.91000,-0.27034,-0.13057,0.43946,0.43291,0.08008,-0.40442,2,2,2,2,2,2,2,1,2,2,2
-0.65112,0.12287,0.22256,-0.61000,0.22486,-0.27095,0.62857,0.81794,-0.75359,-0.10143,2,2,2,2,2,2,2,2,1,2,2
-0.92977,0.27725,0.51846,-0.19111,0.28550,-0.67879,0.27279,0.19150,-0.75838,-0.05137,2,2,2,2,2,2,2,2,2,1,2
-0.23713,-0.19282,0.20154,-0.31222,0.03588,-0.30699,0.01497,0.33109,-0.85352,0.04941,2,2,2,2,2,2,2,2,2,2,1
-0.49389,-0.75614,0.08974,0.43444,0.87822,0.13310,0.15578,-0.70330,-0.14511,0.14694,1,2,2,2,2,2,2,2,2,2,2
-0.27438,-0.63043,-0.07692,0.17000,0.62102,0.18938,-0.05578,-0.00405,-0.53046,0.30494,2,1,2,2,2,2,2,2,2,2,2
-0.11629,-0.39225,-0.15538,0.44667,0.26529,-0.38603,-0.29728,-0.49831,-0.17248,0.48375,2,2,1,2,2,2,2,2,2,2,2
-0.06597,0.08570,-0.01744,-0.07444,-0.00556,-0.78312,0.22925,-0.23129,-0.35661,0.08908,2,2,2,1,2,2,2,2,2,2,2
-0.23258,0.29175,0.18769,-0.43111,-0.68065,-0.23048,0.09116,0.47808,-0.51335,-0.17555,2,2,2,2,1,2,2,2,2,2,2
-0.18738,0.31411,0.05333,-0.32444,-0.28651,-0.24439,0.22245,0.05597,-0.72142,0.32640,2,2,2,2,2,1,2,2,2,2,2
-0.28831,0.15627,0.64872,-0.03056,-0.65134,-0.68890,-0.23401,0.86244,0.08898,-0.37386,2,2,2,2,2,2,1,2,2,2,2
-0.75263,0.50851,0.04308,-0.79889,-0.16220,-0.14891,0.46599,0.41200,-0.16906,-0.41287,2,2,2,2,2,2,2,1,2,2,2
-0.66847,0.09231,0.37795,-0.63111,0.18343,-0.22668,0.47075,0.86784,-0.72211,-0.08322,2,2,2,2,2,2,2,2,1,2,2
-0.94569,0.20510,0.56359,-0.29278,0.34310,-0.51186,0.29932,0.29737,-0.85900,-0.08127,2,2,2,2,2,2,2,2,2,1,2
-0.27609,-0.08412,0.07846,-0.27889,0.07428,-0.32343,0.06803,0.19420,-0.96235,0.23472,2,2,2,2,2,2,2,2,2,2,1
-0.53796,-0.71834,0.09128,0.50889,0.87671,0.15460,0.16803,-0.68847,-0.21834,0.22107,1,2,2,2,2,2,2,2,2,2,2
-0.33978,-0.61090,0.02205,0.18222,0.63264,0.16282,-0.23673,-0.06271,-0.48118,0.32380,2,1,2,2,2,2,2,2,2,2,2
-0.16719,-0.38658,-0.13385,0.49722,0.23042,-0.46506,-0.23401,-0.53945,-0.07803,0.47204,2,2,1,2,2,2,2,2,2,2,2
-0.08274,0.08223,-0.03282,0.01833,-0.07428,-0.78059,0.18707,-0.27377,-0.28063,0.14369,2,2,2,1,2,2,2,2,2,2,2
-0.24709,0.29269,0.13026,-0.42167,-0.73017,-0.21340,0.12789,0.50101,-0.54346,-0.13914,2,2,2,2,1,2,2,2,2,2,2
-0.20500,0.19439,0.12923,-0.17000,-0.38100,-0.29244,0.25102,0.03844,-0.72211,0.33355,2,2,2,2,2,1,2,2,2,2,2
-0.30765,0.20888,0.54821,-0.06333,-0.66801,-0.70408,-0.14354,0.86918,-0.00821,-0.42588,2,2,2,2,2,2,1,2,2,2,2
-0.76486,0.57372,-0.18872,-0.75333,-0.00606,-0.15650,0.59592,0.31693,-0.31554,-0.44798,2,2,2,2,2,2,2,1,2,2,2
-0.68610,0.08507,0.38103,-0.66778,0.24356,-0.07113,0.31905,0.61160,-0.80424,0.06632,2,2,2,2,2,2,2,2,1,2,2
-0.95962,0.06900,0.69897,-0.36944,0.36584,-0.37970,0.25510,0.54686,-0.86242,-0.10663,2,2,2,2,2,2,2,2,2,1,2
-0.31788,0.01701,-0.06359,-0.15667,0.06923,-0.40183,0.17279,-0.06339,-0.94867,0.47724,2,2,2,2,2,2,2,2,2,2,1
-0.58743,-0.69943,0.15231,0.49000,0.95958,0.23996,0.20204,-0.61564,-0.23888,0.29714,1,2,2,2,2,2,2,2,2,2,2
-0.41456,-0.57152,0.10872,0.26500,0.62254,0.00474,-0.30952,-0.13149,-0.45791,0.40637,2,1,2,2,2,2,2,2,2,2,2
-0.24566,-0.36074,-0.06308,0.54167,0.09399,-0.47834,-0.25578,-0.48618,0.06160,0.36411,2,2,1,2,2,2,2,2,2,2,2
-0.08985,0.08318,-0.04564,-0.00111,-0.04649,-0.75024,0.11565,-0.31018,-0.33881,0.19961,2,2,2,1,2,2,2,2,2,2,2
-0.25789,0.26307,0.11026,-0.35889,-0.76908,-0.32659,0.18299,0.55293,-0.49213,-0.20741,2,2,2,2,1,2,2,2,2,2,2
-0.23514,0.11689,0.13333,-0.06722,-0.38454,-0.29813,0.28231,-0.14700,-0.70157,0.37321,2,2,2,2,2,1,2,2,2,2,2
-0.34916,0.22716,0.38513,-0.14944,-0.67155,-0.58078,0.07619,0.80243,-0.33060,-0.39987,2,2,2,2,2,2,1,2,2,2,2
-0.77424,0.58759,-0.35282,-0.69111,0.09550,-0.13247,0.64762,0.23129,-0.41410,-0.42068,2,2,2,2,2,2,2,1,2,2,2
-0.67558,0.11153,0.13179,-0.61833,0.42648,-0.03952,0.21088,0.33648,-0.88843,0.21586,2,2,2,2,2,2,2,2,1,2,2
-0.96275,0.10744,0.77333,-0.42500,0.32794,-0.32849,0.14354,0.44572,-0.79877,-0.10273,2,2,2,2,2,2,2,2,2,1,2
-0.35144,0.03592,-0.08359,-0.10278,0.03032,-0.37464,0.14218,-0.14902,-0.87953,0.49220,3,3,3,2,3,2,3,3,3,3,1
-0.72590,-0.60933,0.40256,0.54500,1.00000,0.26652,0.10476,-0.47741,-0.11225,0.31795,1,2,2,2,2,2,2,2,2,2,2
-0.42337,-0.55009,0.06359,0.29556,0.62607,-0.10338,-0.25850,-0.18543,-0.51472,0.54291,2,1,2,2,2,2,2,2,2,2,2
-0.23315,-0.42281,-0.12308,0.50444,0.08843,-0.31521,-0.28571,-0.56844,0.08487,0.40507,2,2,1,2,2,2,2,2,2,2,2
-0.09866,0.06900,-0.02462,0.08778,-0.14250,-0.65539,0.04422,-0.28591,-0.40999,0.25683,2,2,2,1,2,2,2,2,2,2,2
-0.26898,0.25331,0.09846,-0.34500,-0.75846,-0.43092,0.23265,0.51382,-0.34155,-0.27893,2,2,2,2,1,2,2,2,2,2,2
-0.29428,0.06427,0.01641,-0.14056,-0.19454,-0.18369,0.14626,-0.40256,-0.62081,0.49870,3,3,3,2,2,1,3,3,3,3,2
-0.37845,0.25551,0.20000,-0.23611,-0.60232,-0.44040,0.29320,0.61295,-0.59411,-0.33160,3,3,3,3,2,3,1,3,3,3,3
-0.77367,0.57876,-0.39795,-0.67000,0.15968,-0.09832,0.70884,0.15509,-0.46064,-0.39402,2,2,2,2,2,2,2,1,2,2,2
-0.66591,0.07593,0.09333,-0.55167,0.49773,-0.05217,0.03673,0.21376,-0.86242,0.22887,2,2,2,2,2,2,2,2,1,2,2
-0.98493,0.18526,0.82103,-0.40778,0.25265,-0.35757,0.01156,0.42279,-0.79124,-0.06957,2,2,2,2,2,2,2,2,2,1,2
-0.34490,0.02899,-0.18821,-0.10333,0.08034,-0.25261,0.02449,-0.22792,-0.75975,0.40897,2,2,2,2,2,2,2,2,2,2,1
-0.85101,-0.47070,0.73128,0.59611,0.89237,0.17420,-0.03673,-0.39649,-0.10609,0.28283,1,2,2,2,2,2,2,2,2,2,2
-0.39864,-0.56616,0.04359,0.27111,0.61395,-0.15713,-0.15578,-0.17330,-0.56194,0.55462,2,1,2,2,2,2,2,2,2,2,2
-0.21552,-0.51071,-0.13744,0.41667,0.19555,-0.36010,-0.02517,-0.63520,-0.12457,0.56762,2,2,1,2,2,2,2,2,2,2,2
-0.11004,0.04505,0.00821,0.10389,-0.15917,-0.62694,0.01769,-0.23736,-0.45311,0.36866,2,2,2,1,2,2,2,2,2,2,2
-0.27410,0.26434,0.07949,-0.38944,-0.75392,-0.42017,0.23333,0.46797,-0.26215,-0.26398,2,2,2,2,1,2,2,2,2,2,2
-0.36622,0.03182,-0.19385,-0.11278,0.09247,-0.17610,-0.04286,-0.59272,-0.36413,0.52406,2,2,2,2,2,1,2,2,2,2,2
-0.39920,0.19691,0.11333,-0.39611,-0.47196,-0.29118,0.34830,0.44302,-0.54689,-0.36736,2,2,2,2,2,2,1,2,2,2,2
-0.77026,0.53623,-0.20923,-0.73611,0.09550,-0.21277,0.72789,0.18881,-0.22245,-0.31144,2,2,2,2,2,2,2,1,2,2,2
-0.71254,0.09483,0.11641,-0.43500,0.56392,-0.02877,-0.17755,-0.04113,-0.50924,0.18986,2,2,2,2,2,2,2,2,1,2,2
-1.00000,0.20290,0.69590,-0.40222,0.30066,-0.32849,0.13197,0.47202,-0.84668,-0.10533,2,2,2,2,2,2,2,2,2,1,2
-0.30082,-0.03844,-0.09282,-0.18556,0.07024,-0.21720,0.12789,-0.09440,-0.87817,0.27503,3,3,3,2,3,2,3,3,3,3,1
-0.95650,0.10586,0.98359,0.83000,-0.05609,-0.77679,-0.33673,-0.04518,0.06092,0.52341,1,2,2,2,2,2,2,2,2,2,2
-0.70714,-0.08003,0.65282,0.49722,0.44063,-0.79450,-0.72041,-0.43156,-0.33949,0.73927,2,1,2,2,2,2,2,2,2,2,2
-0.58544,-0.33774,0.25385,0.56389,0.18039,-0.80651,-0.30816,-0.39784,-0.16016,0.78804,2,2,1,2,2,2,2,2,2,2,2
-0.51180,-0.21834,-0.03590,-0.08278,-0.14250,-0.38856,0.20612,0.23938,-0.30185,0.53316,2,2,2,1,2,2,2,2,2,2,2
-0.31817,0.13453,-0.36359,-0.31944,-0.30672,-0.16092,0.86327,-0.50438,-0.35387,0.12744,2,2,2,2,1,2,2,2,2,2,2
-0.40916,0.02615,-0.44154,-0.07611,-0.26225,-0.13500,0.31020,-0.24815,-0.29569,0.64109,2,2,2,2,2,1,2,2,2,2,2
-0.58430,0.35224,-0.11179,-0.46833,-0.26175,-0.33923,0.54966,0.47876,-1.00000,0.17555,2,2,2,2,2,2,1,2,2,2,2
-0.76173,0.86421,-0.13077,-0.95722,-0.02729,-0.09390,0.17619,0.63587,-0.67009,-0.08973,2,2,2,2,2,2,2,1,2,2,2
-0.78874,0.69975,0.06000,-0.88222,0.24558,-0.09200,-0.02925,0.08361,-0.75017,0.08453,2,2,2,2,2,2,2,2,1,2,2
-0.91214,0.81601,-0.01385,-0.51500,-0.00808,-0.65982,0.61837,-0.23466,-0.51608,0.32510,2,2,2,2,2,2,2,2,2,1,2
-0.69121,0.12602,0.18974,-0.36722,0.12683,-0.26905,-0.27211,-0.29939,-0.18001,0.65345,2,2,2,2,2,2,2,2,2,2,1
-0.97526,0.13201,1.00000,0.78500,-0.06518,-0.68005,-0.46190,0.02090,0.14511,0.39142,1,2,2,2,2,2,2,2,2,2,2
-0.76742,0.07467,0.56769,0.55889,0.22284,-1.00000,-0.61156,-0.43898,-0.08556,0.86216,2,1,2,2,2,2,2,2,2,2,2
-0.64458,-0.25898,0.33179,0.46722,0.18090,-0.89504,-0.31905,-0.35064,-0.07940,0.80624,2,2,1,2,2,2,2,2,2,2,2
-0.55729,-0.21361,-0.01897,-0.07944,-0.07630,-0.37148,0.15034,0.24477,-0.29295,0.49350,2,2,2,1,2,2,2,2,2,2,2
-0.37162,0.11437,-0.32872,-0.28167,-0.39111,-0.13247,0.92041,-0.46932,-0.28337,0.02601,2,2,2,2,1,2,2,2,2,2,2
-0.48991,0.02647,-0.31333,-0.08722,-0.31834,-0.21151,0.38163,-0.04046,-0.37782,0.58908,2,2,2,2,2,1,2,2,2,2,2
-0.62354,0.40076,-0.10359,-0.60056,-0.20212,-0.26273,0.43265,0.53270,-0.99726,0.27633,2,2,2,2,2,2,1,2,2,2,2
-0.79045,0.84089,-0.27282,-1.00000,0.14401,0.19191,0.09388,0.46325,-0.82341,-0.01625,2,2,2,2,2,2,2,1,2,2,2
-0.78959,0.69187,-0.13949,-0.70667,0.40121,-0.13057,0.07279,-0.03237,-0.96030,0.07737,2,2,2,2,2,2,2,2,1,2,2
-0.92494,0.86232,0.04769,-0.74667,0.01465,-0.62883,0.44966,0.05394,-0.43190,0.26463,2,2,2,2,2,2,2,2,2,1,2
-0.70486,0.12571,0.12256,-0.28944,0.13643,-0.26968,-0.21837,-0.34929,-0.22450,0.73602,2,2,2,2,2,2,2,2,2,2,1
-0.97725,0.09200,0.97487,0.85833,-0.22385,-0.69523,-0.41497,-0.02697,0.22587,0.33940,1,2,2,2,2,2,2,2,2,2,2
-0.76798,-0.01134,0.53333,0.73722,0.19656,-0.98799,-0.41156,-0.59137,-0.20329,1.00000,2,1,2,2,2,2,2,2,2,2,2
-0.67216,-0.26087,0.35590,0.41389,0.26933,-0.90579,-0.35102,-0.25287,-0.10130,0.85761,2,2,1,2,2,2,2,2,2,2,2
-0.55075,-0.22212,-0.09333,-0.14500,0.04194,-0.25134,0.00408,0.24612,-0.30253,0.61638,2,2,2,1,2,2,2,2,2,2,2
-0.49474,0.11342,-0.27077,-0.28500,-0.32693,-0.24186,1.00000,-0.46999,-0.15264,0.10208,2,2,2,2,1,2,2,2,2,2,2
-0.58885,0.02205,-0.21436,-0.04833,-0.29661,-0.21214,0.30408,-0.02967,-0.26283,0.57217,2,2,2,2,2,1,2,2,2,2,2
-0.64856,0.36736,0.01590,-0.67667,-0.16675,-0.19696,0.28776,0.50506,-0.79192,0.22497,2,2,2,2,2,2,1,2,2,2,2
-0.79699,0.81916,-0.46615,-0.84333,0.29864,0.15207,0.13810,0.27444,-0.63997,0.04486,2,2,2,2,2,2,2,1,2,2,2
-0.79073,0.68179,-0.20000,-0.59389,0.37746,-0.19001,0.19796,-0.05866,-0.81040,-0.03251,2,2,2,2,2,2,2,2,1,2,2
-0.94313,0.96912,-0.16974,-0.89222,0.16069,-0.48277,0.41497,-0.02428,-0.47159,0.55202,2,2,2,2,2,2,2,2,2,1,2
-0.69861,0.05325,-0.03487,-0.15556,0.28196,-0.24755,-0.14762,-0.38503,-0.24298,0.57152,2,2,2,2,2,2,2,2,2,2,1
-0.97555,0.05577,0.93333,0.89556,-0.29611,-0.79576,-0.33333,-0.09103,0.30595,0.26723,1,2,2,2,2,2,2,2,2,2,2
-0.74552,-0.15469,0.50154,0.79333,0.32744,-0.86152,-0.38503,-0.54686,-0.35524,0.86801,2,1,2,2,2,2,2,2,2,2,2
-0.69804,-0.24291,0.27128,0.45778,0.27185,-0.77110,-0.22653,-0.35941,-0.13142,0.66840,2,2,1,2,2,2,2,2,2,2,2
-0.53654,-0.22432,-0.21590,-0.11222,0.03588,-0.18622,0.07891,0.17465,-0.35866,0.68986,2,2,2,1,2,2,2,2,2,2,2
-0.60677,0.14713,-0.15333,-0.40778,-0.16069,-0.39804,0.84286,-0.24612,-0.08419,0.16840,2,2,2,2,1,2,2,2,2,2,2
-0.60449,-0.06144,-0.30410,0.03278,-0.16321,-0.05090,0.24830,-0.24612,-0.21971,0.64369,2,2,2,2,2,1,2,2,2,2,2
-0.64117,0.34342,-0.05436,-0.76500,-0.01364,0.01423,0.21497,0.41335,-0.90828,0.20156,2,2,2,2,2,2,1,2,2,2,2
-0.78959,0.80687,-0.69231,-0.66111,0.43810,0.12172,0.20816,0.10249,-0.60507,0.05332,3,3,3,3,3,3,3,1,2,3,3
-0.82059,0.69817,-0.11077,-0.68889,0.33552,-0.15650,0.12517,-0.00607,-0.75565,0.01495,2,2,2,2,2,2,2,2,1,2,2
-0.95394,0.92817,-0.07231,-0.70444,0.02931,-0.46823,0.21769,-0.18071,-0.01780,0.17750,2,2,2,2,2,2,2,2,2,1,2
-0.68837,-0.01386,-0.10308,-0.14389,0.40728,-0.26336,-0.12585,-0.21106,-0.25873,0.38882,2,2,2,2,2,2,2,2,2,2,1
-0.98067,0.04757,0.89897,0.83722,-0.20566,-0.76604,-0.52721,-0.12070,0.41958,0.21782,1,2,2,2,2,2,2,2,2,2,2
-0.77026,-0.15469,0.55795,0.61389,0.41486,-0.86089,-0.48980,-0.38570,-0.37235,0.83290,2,1,2,2,2,2,2,2,2,2,2
-0.74552,-0.19786,0.23077,0.49667,0.13845,-0.55232,-0.14898,-0.44032,-0.09719,0.54161,2,2,1,2,2,2,2,2,2,2,2
-0.54819,-0.24858,-0.22308,0.00444,-0.12835,-0.13816,0.22993,0.12340,-0.38604,0.70546,2,2,2,1,2,2,2,2,2,2,2
-0.61302,0.11972,-0.26564,-0.40333,-0.00808,-0.21214,0.66667,-0.39177,-0.12731,0.26138,2,2,2,2,1,2,2,2,2,2,2
-0.64487,-0.05545,-0.38615,0.07778,-0.01112,-0.13753,0.23741,-0.22859,-0.30869,0.83290,2,2,2,2,2,1,2,2,2,2,2
-0.62553,0.31821,-0.22103,-0.59000,0.00859,-0.14322,0.44762,0.34929,-0.93292,0.17100,2,2,2,2,2,2,1,2,2,2,2
-0.78902,0.77127,-0.61692,-0.70944,0.30066,0.08694,0.30000,0.26096,-0.51745,0.03446,2,2,2,2,2,2,2,1,2,2,2
-0.84362,0.73566,0.02051,-0.78444,0.22385,-0.18242,0.03265,0.10452,-0.82341,0.13264,2,2,2,2,2,2,2,2,1,2,2
-0.95138,1.00000,-0.60718,-0.36389,0.21577,-0.36010,0.04762,-0.53877,-0.01711,0.36671,2,2,2,2,2,2,2,2,2,1,2
-0.70372,-0.03182,-0.04308,-0.20333,0.43153,-0.24249,-0.18776,-0.16116,-0.12799,0.23537,2,2,2,2,2,2,2,2,2,2,1
-0.96986,0.02142,0.86000,0.73778,-0.14907,-0.74455,-0.61361,-0.24477,0.48118,0.20676,1,2,2,2,2,2,2,2,2,2,2
-0.81035,-0.07183,0.60513,0.49444,0.32946,-0.97913,-0.43673,-0.28254,-0.26968,0.78023,2,1,2,2,2,2,2,2,2,2,2
-0.77680,-0.23094,0.27949,0.51333,0.17029,-0.65918,-0.03878,-0.29265,-0.18549,0.53706,2,2,1,2,2,2,2,2,2,2,2
-0.54819,-0.28733,-0.29282,0.16333,-0.27539,0.00537,0.34626,-0.01618,-0.20945,0.57217,2,2,2,1,2,2,2,2,2,2,2
-0.54109,0.07750,-0.48974,-0.29611,-0.07529,0.04395,0.63741,-0.45853,-0.21834,0.35891,2,2,2,2,1,2,2,2,2,2,2
-0.69036,-0.05198,-0.41179,0.12444,0.08994,-0.24818,0.28027,-0.19825,-0.26557,0.73472,2,2,2,2,2,1,2,2,2,2,2
-0.67415,0.30750,-0.16359,-0.34000,-0.19454,-0.32469,0.62721,0.29872,-0.88980,0.26918,2,2,2,2,2,2,1,2,2,2,2
-0.80154,0.74512,-0.48205,-0.82278,0.18343,0.05280,0.27823,0.33918,-0.30732,0.05592,2,2,2,2,2,2,2,1,2,2,2
-0.84077,0.73913,-0.14667,-0.67889,0.41132,-0.12615,-0.15850,-0.06473,-0.81520,0.21261,2,2,2,2,2,2,2,2,1,2,2
-0.94967,0.97448,-0.56205,-0.37556,0.27590,-0.35694,-0.09796,-0.47067,-0.08966,0.28999,2,2,2,2,2,2,2,2,2,1,2
-0.72988,-0.02300,0.02821,-0.32500,0.44416,-0.24755,-0.27959,-0.09440,0.02738,0.30104,2,2,2,2,2,2,2,2,2,2,1
